rowid,date,pscis_crossing_id,my_crossing_reference,crew_members,utm_zone,easting,northing,stream_name,road_name,road_km_mark,road_tenure,crossing_type,crossing_subtype,diameter_or_span_meters,length_or_width_meters,continuous_embeddedment_yes_no,average_depth_embededdment_meters,resemble_channel_yes_no,backwatered_yes_no,percentage_backwatered,fill_depth_meters,outlet_drop_meters,outlet_pool_depth_0_01m,inlet_drop_yes_no,culvert_slope_percent,downstream_channel_width_meters,stream_slope,beaver_activity_yes_no,fish_observed_yes_no,valley_fill,habitat_value,stream_width_ratio,culvert_length_score,embed_score,outlet_drop_score,culvert_slope_score,stream_width_ratio_score,final_score,barrier_result,crossing_fix,recommended_diameter_or_span_meters,assessment_comment,source,aggregated_crossings_id,time_start,date_time_start,camera_id,site_id
NA,2023-08-30,NA,24743865,MW,10,513408.86210897524,6047505.913944037,Tributary to Crooked River,Davie Lake FSR,NA,NA,Open Bottom Structure,Bridge,14,3,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,High habitat value. Good flowing stream.,NA,NA,NA,2023-08-30T17:28:58Z,MateoW,24743865
NA,2023-08-30,NA,3703203,MW,10,514487.03437419486,6042440.627658703,Tributary to ,Davie Lake FSR,NA,NA,Closed Bottom Structure,Round Culvert,0.5,15,No,NA,No,No,NA,3.5,0,0,No,3,1.2,1,No,No,Deep Fill,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dewatered channel. Very overgrown and no clear channel. Channel width and gradient estimated. ,NA,NA,NA,2023-08-30T17:53:54Z,MateoW,3703203
NA,2023-08-30,NA,2200301,AI JD TS BP,10,491030.2194605587,6075923.992796851,Tributary to Hammett Creek          ,9200,82.2,NA,Closed Bottom Structure,Round Culvert,1,26,No,NA,No,No,NA,2.5,0.55,0.6,No,4,3,1.5,No,No,Deep Fill,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stream dry at the time of assessment. This is a larger system during runoff with abundant gravel‘s present suitable for rainbow spawning. Old pipe located downstream of the crossing proximately 20 m. Healthy riparian mixed forest.                    ,NA,NA,NA,2023-08-30T13:18:06Z,newgraph_airvine,2200301
NA,2023-08-30,NA,2201739,Al,10,491670.1538946472,6075179.068152515,Tributary to Hammett,Carp Lake FSR,NA,NA,Other,Ford,15,7,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ford. Deep deactivation will block all ATV access.          ,NA,NA,NA,2023-08-30T13:47:04Z,newgraph_airvine,2201739
NA,2023-08-30,NA,2200987,AI,10,491638.92640708113,6072900.769422632, Tributary to Hammett Creek,Davie-War FSR,NA,NA,Closed Bottom Structure,Round Culvert,1.2,22,No,NA,No,No,NA,2,0,0,Yes,4,1,5.5,No,No,Deep Fill,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Small stream with dry, mostly vegetated channel indicating stream rarely flows. Very unlikely that fish try to access upstream of the road.          ",NA,NA,NA,2023-08-30T14:08:49Z,newgraph_airvine,2200987
NA,2023-08-30,NA,3702614,AI TS,10,496782.70263284544,6054762.989326426, Tributary to Weeden Lake,Davie-Weeden FSR          ,NA,NA,Other,Ford,3,7,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, Ford. Deactivated road with ATV drive around.          ,NA,NA,NA,2023-08-30T15:39:47Z,newgraph_airvine,3702614
NA,2023-08-30,NA,3702455,AI,10,495632.37416325795,6051511.924688089,Tributary to Weeden Lake,David-weeden FSR,NA,NA,Closed Bottom Structure,Round Culvert,1.75,55,No,NA,No,No,NA,5,0.25,0.4,Yes,0,10,0,Yes,No,Deep Fill,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Large wetland areas, upstream and downstream. Culvert appears to have settled in the middle with raised inlet and outlet. Beaverdam over 1 m high located just upstream of inlet.          ",NA,NA,NA,2023-08-30T16:05:32Z,newgraph_airvine,3702455
NA,2023-08-30,NA,3700783,AI,10,512463.22426940437,6047486.926076123,Tributary to Crooked River,NA,NA,NA,NA,NA,NA,NA,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-30T17:30:20Z,newgraph_airvine,3700783
NA,2023-08-30,NA,3703210,AI,10,515195.71416025405,6040682.036877665,Tributary to David Lake,David Lake FSR,116,NA,Closed Bottom Structure,Round Culvert,1,13,No,NA,No,No,NA,1,0,0.3,No,1.5,2.4,0.5,No,No,Deep Fill,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Abundant gravel downstream. Minimal flow but channel is well defined indicating it flows most the year.  Crossing modelled as just upstream a couple hundred metres does not exist, and should be entered into bcfishpass.          ",NA,NA,NA,2023-08-30T17:53:50Z,newgraph_airvine,3703210
NA,2023-08-31,NA,3703209,MW Macleod,10,518240.8892177645,6034399.266758205,Tributary to Crooked River,Davie Lake FSR,NA,NA,Closed Bottom Structure,Round Culvert,3.6,12.2,No,NA,No,No,NA,0.6,0,0,No,2,4,1.5,No,No,Deep Fill,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Three pipes. Stream is completely dewatered. No water flowing through culvert. Culvert diameter totaled between three. ,NA,NA,NA,2023-08-31T10:20:43Z,MateoW,3703209
NA,2023-08-31,NA,2200799,MW Macleod,10,499080.2703002514,6094095.3727731295,Tributary to Macleod Lake,Spur,NA,NA,Open Bottom Structure,Bridge,19.6,4,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-31T14:09:51Z,MateoW,2200799
NA,2023-08-31,NA,3702919,AI MD,10,509951.7419659927,6040984.4087146465,Tributary to Crooked River,Davie-Muskeg FSR,NA,NA,Closed Bottom Structure,Round Culvert,1.75,30,No,NA,No,No,NA,4,1.1,0.65,Yes,3,4.3,2.5,No,No,Deep Fill,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Surprisingly large drainage with good flow. Huge outlet drop and pipe is in very bad shape. Extra 3 m of culvert has been added to the downstream side and is sloping the opposite direction to draining. Large amounts of algae in the channel downstream. Massive amounts of erosion in the downstream channel indicating there are very high flows during runoff.          ,NA,NA,NA,2023-08-31T09:51:08Z,newgraph_airvine,3702919
NA,2023-08-31,NA,3702923,Al MD,10,510784.9747999946,6040577.752661861,Tributary to Crooked River,Davie-Muskeg FSR,22.5,NA,Closed Bottom Structure,Round Culvert,1.75,43,No,NA,No,No,NA,9,0.4,0.63,No,3,2.7,2,No,No,Deep Fill,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pipe is an extremely bad condition. There are collapsed sections at the edge of the road prism both upstream and downstream. Large system with decent flow. Some gravel’s suitable for spawning downstream.          ,NA,NA,NA,2023-08-31T10:35:13Z,newgraph_airvine,3702923
NA,2023-08-31,NA,3702924,AI MD,10,511000.4526166563,6040479.455378049,Tributary to Crooked River ,Davie-Muskeg FSR,NA,NA,Closed Bottom Structure,Round Culvert,2.1,47,No,NA,No,No,NA,9,0.2,0.3,No,3,3.4,2,No,No,Deep Fill,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low Gadient wetland type habitat with find substrates upstream. Decent size drainage with some water in the channel but no actual flow.  Some gravels downstream.          ,NA,NA,NA,2023-08-31T11:20:00Z,newgraph_airvine,3702924
NA,2023-08-31,NA,2023083101,AI MD,10,497758.40904267796,6093673.629148522,Tributary to McLeod Lake,Campground,NA,NA,Closed Bottom Structure,Round Culvert,1.2,7.5,No,NA,No,No,NA,0.5,0,0.3,Yes,5,2.3,2,Yes,No,Deep Fill,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Small culvert within the campground area. Approximately 40 m upstream of the mouth of the lake.          ,NA,NA,NA,2023-08-31T15:29:22Z,newgraph_airvine,2023083101
NA,2023-09-01,NA,3701326,MW,10,512973.33058969915,6072306.606698945,Tributary to 42 Mile Creek,Unnamed,NA,NA,Open Bottom Structure,Bridge,7,4,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Small stream with some flow.,NA,NA,NA,2023-09-01T11:37:53Z,MateoW,3701326
NA,2023-09-01,NA,370033,MW,10,512837.13864966156,6072244.91273503,42 Mile Creek,Unnamed,NA,NA,Closed Bottom Structure,Round Culvert,0.5,7,No,NA,No,No,NA,1.5,0,0,No,2,1.6,2.5,No,No,Deep Fill,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very small culvert, dewatered. No well defined channel present. Channel width and slope estimated. Main flow of stream likely goes under bridge nearby.",NA,NA,NA,2023-09-01T11:52:39Z,MateoW,370033
NA,2023-09-01,NA,3700192,MW,10,520582.6849960679,6037949.341605391,Tributary to Crooked River,Spur,NA,NA,Closed Bottom Structure,Round Culvert,1.2,15,No,NA,No,No,NA,3.5,0,0,No,1,1.2,1.5,No,No,Deep Fill,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wetland upstream and downstream. Stream gradient estimated. No water in culvert, dewatered downstream near crossing. Blockage at inlet. Steep embankment above culvert, risk of rockslide high. ",NA,NA,NA,2023-09-01T12:31:41Z,MateoW,3700192
NA,2023-09-01,NA,3702076,MW ,10,521415.1823498807,6018921.14018425,Teapot Creek,Caine Creek FSR,NA,NA,Open Bottom Structure,Bridge,13,4.8,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very little flow and water at time of survey. Huge downed trees on downstream side.,NA,NA,NA,2023-09-01T13:41:31Z,MateoW,3702076
NA,2023-09-01,NA,3702074,MW,10,518848.02311069437,6017917.432544239,Balsam Creek,Caine Creek FSR,NA,NA,Closed Bottom Structure,Round Culvert,0.6,13,No,NA,No,Yes,100,1,0,0.7,No,4,1.2,1.5,No,Yes,Deep Fill,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Culvert was in wrong location on map. A lot of fry fish spotted near outlet. Culvert very rusted and near the end of its life. Small channel upstream running along road for 20m but no defined channel after that.,NA,NA,NA,2023-09-01T14:02:57Z,MateoW,3702074
NA,2023-09-01,NA,3702077,MW,10,517337.71275192394,6018000.355534992,Enquist Creek,Caine Creek FSR,31,NA,Closed Bottom Structure,Round Culvert,0.7,12,No,NA,No,Yes,100,1.5,0,0.4,No,0.5,1.9,3,Yes,Yes,Deep Fill,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fry and parr spotted upstream and downstream of crossing. Culvert very rusted on inlet side. Wetland habitat upstream. Channel narrows downstream and is a little overgrown but has moderate flow. ,NA,NA,NA,2023-09-01T14:41:51Z,MateoW,3702077
NA,2023-09-01,NA,3702073,MW,10,516959.5217131372,6018229.216487578,Tributary to Boot Lake,Caine Creek FSR,NA,NA,Closed Bottom Structure,Round Culvert,0.6,13,No,NA,No,No,NA,0.5,0,0,No,2,1.7,1.5,No,No,Deep Fill,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stream is dewatered. No clearly defined channel up or downstream. Small tree growing on inlet side, sign that there hasn't been water flowing in a long time. Channel width and slope estimated.",NA,NA,NA,2023-09-01T15:19:23Z,MateoW,3702073
NA,2023-09-01,NA,3700931,MW,10,519546.8903594236,6017741.650637328,Balsam Creek,Spur,NA,NA,Open Bottom Structure,Bridge,12,2.2,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Looks like there was once a very old bridge here. Very overgrown and rotten. Water passing underneath but not flowing. Not a fish passage issue.,NA,NA,NA,2023-09-01T15:38:42Z,MateoW,3700931
NA,2023-09-02,NA,3701268,MW,10,513674.02983959235,6067268.220302233,Tributary to Altezega Creek,Spur,NA,NA,Closed Bottom Structure,Round Culvert,1.4,5,No,NA,No,Yes,75,0.5,0,0.4,No,1,2.2,1,No,Yes,Deep Fill,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Two culverts, one plastic pipe and one really old metal pipe. Metal pipe is longer, outlets are at different spots. ",NA,NA,NA,2023-09-02T11:58:55Z,MateoW,3701268
NA,2023-09-02,NA,3702414,MW,10,517706.7123038543,6068216.71786351,Tributary to Altezega Creek,Firth Lake FSR ,NA,NA,Open Bottom Structure,Bridge,8,4,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No water flowing under bridge at time of survey. Dewatered downstream.,NA,NA,NA,2023-09-02T12:46:41Z,MateoW,3702414
NA,2023-09-02,NA,3702410,MW,10,517910.55094485503,6068378.0848026555,Altezega Creek,Firth Lake FSR,NA,NA,Open Bottom Structure,Bridge,16,4,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nice looking stream with good flow.,NA,NA,NA,2023-09-02T12:52:35Z,MateoW,3702410
NA,2023-09-02,NA,3702416,MW,10,518833.2267224452,6067888.116176322,NA,Firth Lake FSR,NA,NA,Open Bottom Structure,Bridge,10,4,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dewatered stream at time of survey.,NA,NA,NA,2023-09-02T13:05:36Z,MateoW,3702416
NA,2023-09-02,NA,3701315,MW,10,520855.7013171868,6068063.947514138,Tributary to Altezega Creek,Firth Lake FSR,8.9,NA,Open Bottom Structure,Bridge,17,4.5,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wetland upstream and downstream. No flowing water under bridge.,NA,NA,NA,2023-09-02T13:15:29Z,MateoW,3701315
NA,2023-09-02,NA,3700214,MW ,10,525284.8221633604,6068220.723838619,Redrocky Creek,Firth Lake FSR ,13.9,NA,Open Bottom Structure,Bridge,16,4,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Small lake upstream. Modelled crossing was in wrong location.,NA,NA,NA,2023-09-02T13:32:39Z,MateoW,3700214
NA,2023-09-02,NA,3702575,MW,10,522445.45089212066,6053488.872257401,Lincoln Creek,Chuchinka red rocky FSR,NA,NA,Open Bottom Structure,Bridge,10,4,No,NA,No,No,NA,NA,NA,NA,No,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-09-02T14:30:26Z,MateoW,3702575
