rowid,date,pscis_crossing_id,my_crossing_reference,crew_members,utm_zone,easting,northing,stream_name,road_name,road_km_mark,road_tenure,crossing_type,crossing_subtype,diameter_or_span_meters,length_or_width_meters,continuous_embeddedment_yes_no,average_depth_embededdment_meters,resemble_channel_yes_no,backwatered_yes_no,percentage_backwatered,fill_depth_meters,outlet_drop_meters,outlet_pool_depth_0_01m,inlet_drop_yes_no,culvert_slope_percent,downstream_channel_width_meters,stream_slope,beaver_activity_yes_no,fish_observed_yes_no,valley_fill,habitat_value,crossing_fix,recommended_diameter_or_span_meters,assessment_comment,source,aggregated_crossings_id,time_start,date_time_start,camera_id,site_id
,2023-08-31,,3702923,Al MD,10,510784.9747999946,6040577.752661861,Tributary to Crooked River,Davie-Muskeg FSR,22.5,,Closed Bottom Structure,Round Culvert,1.75,43,No,,No,No,,9,0.4,0.63,No,3,2.7,2,No,No,Deep Fill,Medium,,,Pipe is an extremely bad condition. There are collapsed sections at the edge of the road prism both upstream and downstream. Large system with decent flow. Some gravel’s suitable for spawning downstream.          ,,,,2023-08-31T10:35:13Z,newgraph_airvine,3702923
,2023-08-31,,3702924,AI MD,10,511000.4526166563,6040479.455378049,Tributary to Crooked River ,Davie-Muskeg FSR,,,Closed Bottom Structure,Round Culvert,2.1,47,No,,No,No,,9,0.2,0.3,No,3,3.4,2,No,No,Deep Fill,Medium,,,Low Gadient wetland type habitat with find substrates upstream. Decent size drainage with some water in the channel but no actual flow.  Some gravels downstream.          ,,,,2023-08-31T11:20:00Z,newgraph_airvine,3702924
,2023-08-31,,2023083101,AI MD,10,497758.40904267796,6093673.629148522,Tributary to McLeod Lake,Campground,,,Closed Bottom Structure,Round Culvert,1.2,7.5,No,,No,No,,0.5,0,0.3,Yes,5,2.3,2,Yes,No,Deep Fill,Medium,,,Small culvert within the campground area. Approximately 40 m upstream of the mouth of the lake.          ,,,,2023-08-31T15:29:22Z,newgraph_airvine,2023083101
,2023-09-01,,3701326,MW,10,512973.33058969915,6072306.606698945,Tributary to 42 Mile Creek,Unnamed,,,Open Bottom Structure,Bridge,7,4,No,,No,No,,,,,No,,,,No,No,,,,,Small stream with some flow.,,,,2023-09-01T11:37:53Z,MateoW,3701326
,2023-09-01,,370033,MW,10,512837.13864966156,6072244.91273503,42 Mile Creek,Unnamed,,,Closed Bottom Structure,Round Culvert,0.5,7,No,,No,No,,1.5,0,0,No,2,1.6,2.5,No,No,Deep Fill,Low,,,"Very small culvert, dewatered. No well defined channel present. Channel width and slope estimated. Main flow of stream likely goes under bridge nearby.",,,,2023-09-01T11:52:39Z,MateoW,370033
,2023-09-01,,3700192,MW,10,520582.6849960679,6037949.341605391,Tributary to Crooked River,Spur,,,Closed Bottom Structure,Round Culvert,1.2,15,No,,No,No,,3.5,0,0,No,1,1.2,1.5,No,No,Deep Fill,Low,,,"Wetland upstream and downstream. Stream gradient estimated. No water in culvert, dewatered downstream near crossing. Blockage at inlet. Steep embankment above culvert, risk of rockslide high. ",,,,2023-09-01T12:31:41Z,MateoW,3700192
,2023-09-01,,3702076,MW ,10,521415.1823498807,6018921.14018425,Teapot Creek,Caine Creek FSR,,,Open Bottom Structure,Bridge,13,4.8,No,,No,No,,,,,No,,,,No,No,,,,,Very little flow and water at time of survey. Huge downed trees on downstream side.,,,,2023-09-01T13:41:31Z,MateoW,3702076
,2023-09-01,,3702074,MW,10,518848.02311069437,6017917.432544239,Balsam Creek,Caine Creek FSR,,,Closed Bottom Structure,Round Culvert,0.6,13,No,,No,Yes,100,1,0,0.7,No,4,1.2,1.5,No,Yes,Deep Fill,Low,,,Culvert was in wrong location on map. A lot of fry fish spotted near outlet. Culvert very rusted and near the end of its life. Small channel upstream running along road for 20m but no defined channel after that.,,,,2023-09-01T14:02:57Z,MateoW,3702074
,2023-09-01,,3702077,MW,10,517337.71275192394,6018000.355534992,Enquist Creek,Caine Creek FSR,31,,Closed Bottom Structure,Round Culvert,0.7,12,No,,No,Yes,100,1.5,0,0.4,No,0.5,1.9,3,Yes,Yes,Deep Fill,Medium,,,Fry and parr spotted upstream and downstream of crossing. Culvert very rusted on inlet side. Wetland habitat upstream. Channel narrows downstream and is a little overgrown but has moderate flow. ,,,,2023-09-01T14:41:51Z,MateoW,3702077
,2023-09-01,,3702073,MW,10,516959.5217131372,6018229.216487578,Tributary to Boot Lake,Caine Creek FSR,,,Closed Bottom Structure,Round Culvert,0.6,13,No,,No,No,,0.5,0,0,No,2,1.7,1.5,No,No,Deep Fill,Low,,,"Stream is dewatered. No clearly defined channel up or downstream. Small tree growing on inlet side, sign that there hasn't been water flowing in a long time. Channel width and slope estimated.",,,,2023-09-01T15:19:23Z,MateoW,3702073
,2023-09-01,,3700931,MW,10,519546.8903594236,6017741.650637328,Balsam Creek,Spur,,,Open Bottom Structure,Bridge,12,2.2,No,,No,No,,,,,No,,,,No,No,,,,,Looks like there was once a very old bridge here. Very overgrown and rotten. Water passing underneath but not flowing. Not a fish passage issue.,,,,2023-09-01T15:38:42Z,MateoW,3700931
,2023-09-02,,3701268,MW,10,513674.02983959235,6067268.220302233,Tributary to Altezega Creek,Spur,,,Closed Bottom Structure,Round Culvert,1.4,5,No,,No,Yes,75,0.5,0,0.4,No,1,2.2,1,No,Yes,Deep Fill,High,,,"Two culverts, one plastic pipe and one really old metal pipe. Metal pipe is longer, outlets are at different spots. ",,,,2023-09-02T11:58:55Z,MateoW,3701268
,2023-09-02,,3702414,MW,10,517706.7123038543,6068216.71786351,Tributary to Altezega Creek,Firth Lake FSR ,,,Open Bottom Structure,Bridge,8,4,No,,No,No,,,,,No,,,,No,No,,,,,No water flowing under bridge at time of survey. Dewatered downstream.,,,,2023-09-02T12:46:41Z,MateoW,3702414
,2023-09-02,,3702410,MW,10,517910.55094485503,6068378.0848026555,Altezega Creek,Firth Lake FSR,,,Open Bottom Structure,Bridge,16,4,No,,No,No,,,,,No,,,,No,No,,,,,Nice looking stream with good flow.,,,,2023-09-02T12:52:35Z,MateoW,3702410
,2023-09-02,,3702416,MW,10,518833.2267224452,6067888.116176322,Tributary to Altezega Creek,Firth Lake FSR,,,Open Bottom Structure,Bridge,10,4,No,,No,No,,,,,No,,,,No,No,,,,,Dewatered stream at time of survey.,,,,2023-09-02T13:05:36Z,MateoW,3702416
,2023-09-02,,3701315,MW,10,520855.7013171868,6068063.947514138,Tributary to Altezega Creek,Firth Lake FSR,8.9,,Open Bottom Structure,Bridge,17,4.5,No,,No,No,,,,,No,,,,No,No,,,,,Wetland upstream and downstream. No flowing water under bridge.,,,,2023-09-02T13:15:29Z,MateoW,3701315
,2023-09-02,,3700214,MW ,10,525284.8221633604,6068220.723838619,Redrocky Creek,Firth Lake FSR ,13.9,,Open Bottom Structure,Bridge,16,4,No,,No,No,,,,,No,,,,No,No,,,,,Small lake upstream. Modelled crossing was in wrong location.,,,,2023-09-02T13:32:39Z,MateoW,3700214
,2023-09-02,,3702575,MW,10,522445.45089212066,6053488.872257401,Lincoln Creek,Chuchinka Red Rocky FSR,,,Open Bottom Structure,Bridge,10,4,No,,No,No,,,,,No,,,,No,No,,,,,,,,,2023-09-02T14:30:26Z,MateoW,3702575
